Identity,Link,Location,Area,Beds,Baths,Price,Balloted,Boundary Wall,Corner,Disputed,Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply,Distance From Airport (kms)
Residential Plot 46986234,https://www.zameen.com/Property/dha_defence_phase_6_dha_phase_6_-_sector_c3_1_kanal_plot_for_sale_in_dha_phase_6_all_dues_clear-46986234-18891-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 6 Residential Plots > DHA Phase 6 - Sector C3 Residential Plots,604.44,0.0,0.0,12500000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
Residential Plot 47197366,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_c_get_in_touch_now_to_buy_a_4500_square_feet_residential_plot_in_dha_phase_5_-_sector_c-47197366-8402-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector C Residential Plots,604.44,0.0,0.0,31500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46333763,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_a_back_open_street_7_pair_plot_for_sale-46333763-8400-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector A Residential Plots,1208.88,0.0,0.0,79500000.0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47320187,https://www.zameen.com/Property/dha_valley_dha_valley_-_bogenvelia_sector_dha_valley_plot_for_sale_on_installments-47320187-3209-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Bogenvelia Sector Residential Plots,151.1,0.0,0.0,2150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46414333,https://www.zameen.com/Property/dha_defence_dha_defence_phase_3_corner_pair_plots_available_plot_11_12_sector_b_dha_phase_3_islamabad-46414333-8412-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots,1208.88,0.0,0.0,65000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 44703850,https://www.zameen.com/Property/dha_defence_phase_6_dha_phase_6_-_sector_c3_plot_is_available_for_sale_in_dha_phase_6_c3_extension-44703850-18891-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 6 Residential Plots > DHA Phase 6 - Sector C3 Residential Plots,604.44,0.0,0.0,11200000.000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46648233,https://www.zameen.com/Property/dha_defence_dha_valley_jasmine_5_marla_11_paid_open_through_out_170rs_surcharge-46648233-1333-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots,151.1,0.0,0.0,1550000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Residential Plot 47235356,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_south_face_corner_wide_road_heighted_walking_distance_from_round_about-47235356-339-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots,604.44,0.0,0.0,59500000.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Residential Plot 47230338,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_e_1_kanal_allocation_for_sale_in_dha-3_sector_e-47230338-16224-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block E Residential Plots,604.44,0.0,0.0,14000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46234863,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_c_sector_c_corner_johar_boulevard_1_kanal_plot_for_sale-46234863-8402-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector C Residential Plots,604.44,0.0,0.0,32500000.0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 30997425,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_e_fabulous_location_developed_1_kanal_plot_dha_-_3-30997425-16224-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block E Residential Plots,604.44,0.0,0.0,17500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 45290500,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_most_heighted_3_sided_corner_plot_for_sale_near_dua_chowk-45290500-16227-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block B Residential Plots,3807.972,0.0,0.0,155000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47104177,https://www.zameen.com/Property/dha_defence_phase_5_central_commercial_4_marla_commercial_plot_in_central_commercial_phase_5_dha_islamabad-47104177-13294-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Defence Phase 5 Commercial Plots > Central Commercial Commercial Plots,120.88,0.0,0.0,57500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 44475620,https://www.zameen.com/Property/dha_valley_dha_valley_-_rose_sector_commercial_plot_of_4_marla_in_dha_valley_-_rose_sector_for_sale-44475620-3210-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Valley Commercial Plots > DHA Valley - Rose Sector Commercial Plots,120.88,0.0,0.0,11000000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 46752167,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_corner_residential_plot_available_sector_b_dha_phase_2_islamabad-46752167-339-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots,604.44,0.0,0.0,66000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47327644,https://www.zameen.com/Property/dha_valley_dha_valley_-_oleander_sector_oleander_8_marla_plot_for_sale_in_dha_valley_islamabad_open_file-47327644-3213-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Oleander Sector Residential Plots,241.76,0.0,0.0,1950000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47206895,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_d_buy_your_ideal_4500_square_feet_residential_plot_in_a_prime_location_of_islamabad-47206895-8403-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector D Residential Plots,604.44,0.0,0.0,35000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 45991438,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_c_kanal_plot_for_sale_in_dha_islamabad_phase_2_sector_c-45991438-3198-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector C Residential Plots,604.44,0.0,0.0,45000000.0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0.0
Residential Plot 46801148,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_e_1_kanal_out_class_plot_near_jacrada_club-46801148-3200-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector E Residential Plots,604.44,0.0,0.0,52500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 44236767,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_most_prime_boulevard_back_open_with_62_feet_front_plot_for_sale-44236767-16227-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block B Residential Plots,604.44,0.0,0.0,27000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47262926,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_k_1_kanal_investor_rate_plot_for_sale_in_overseas_sec_k_dha_phase_5_urgent_basis-47262926-17401-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector K Residential Plots,604.44,0.0,0.0,30800000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47158421,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_a_plot_no_01_street_no_35_sector_a_dha_phase_05_islamabad-47158421-8400-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector A Residential Plots,604.44,0.0,0.0,35500000.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0
Residential Plot 47057222,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_c_1_kanal_plot_available_for_sale_in_dha_islamabad-47057222-13958-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector C Residential Plots,604.44,0.0,0.0,26500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46528871,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_a_a_beautiful_with_extra_land_634_sq_yds_residential_plot_for_sale-46528871-16228-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block A Residential Plots,604.44,0.0,0.0,29000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47164019,https://www.zameen.com/Property/dha_valley_dha_valley_-_jasmine_sector_5_marla_plot_available_for_sale_dha_valley-47164019-3215-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Jasmine Sector Residential Plots,151.1,0.0,0.0,1350000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46957199,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_1_kanal_plot_for_sale_urgent_sector_a-46957199-10991-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots,604.44,0.0,0.0,38500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47267349,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_c_1_kanal_developed_possesionable_plot_available_for_sale-47267349-13958-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector C Residential Plots,604.44,0.0,0.0,29500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47182304,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_h_plot_no_21_street_no_17_sector_h_dha_phase_05_islamabad-47182304-11869-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector H Residential Plots,604.44,0.0,0.0,25500000.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0
Residential Plot 47158415,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_a_residential_plot_for_sale_islamabad-47158415-8400-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector A Residential Plots,604.44,0.0,0.0,31500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47218856,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_b_dha_phase_5_sector_b_street_26_plot_on_call_very_good_location-47218856-8401-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector B Residential Plots,604.44,0.0,0.0,26000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47182525,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_e_plot_no_18_street_no_17b_sector_e_dha_phase_02_islamabad-47182525-3200-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector E Residential Plots,604.44,0.0,0.0,47500000.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0
Residential Plot 45785061,https://www.zameen.com/Property/dha_defence_dha_defence_phase_9_dha_9_booking_1_kanal_plot_for_sale-45785061-20514-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 9 Residential Plots,604.44,0.0,0.0,9500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47036106,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_a_one_kanal_great_location_plot_for_sale_in_sector_a-47036106-13956-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector A Residential Plots,604.44,0.0,0.0,24000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47322064,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_a_1_kanal_develop_possession_able_plot_available_for_sale-47322064-13956-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector A Residential Plots,604.44,0.0,0.0,24000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Plot File 47335323,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_g_1_kanal_army_allotted_allocation_available_for_sale_in_dha_phase_3_sector_g-47335323-16729-2.html,Islamabad Plot Files > DHA Defence Plot Files > DHA Defence Phase 3 Plot Files > DHA Phase 3 - Block G Plot Files,604.44,0.0,0.0,13500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 45518003,https://www.zameen.com/Property/dha_defence_phase_5_expressway_commercial_dha_5_express_way_commercial_4_marala_block_i4_available-45518003-13293-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Defence Phase 5 Commercial Plots > Expressway Commercial Commercial Plots,120.88,0.0,0.0,30000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 43941817,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_b_prime_location_1_kanal_residential_plot_available_for_sale_in_dha_phase_2_-_sector_b_if_you_hurry-43941817-3197-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector B Residential Plots,604.44,0.0,0.0,47500000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47151776,https://www.zameen.com/Property/dha_valley_dha_valley_-_jasmine_sector_8_marla_open_through_out_zero_available_for_sale_in_dha_valley-47151776-3215-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Jasmine Sector Residential Plots,241.76,0.0,0.0,1950000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47247402,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_d_dha_phase_2_sector_b_plot_available_for_sale_for_more_details_contact-47247402-3199-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector D Residential Plots,362.64,0.0,0.0,25000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 46885350,https://www.zameen.com/Property/dha_defence_phase_3_new_pindi_cooperative_housing_society_10_marla_commercial_plot_for_sale-46885350-16909-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Defence Phase 3 Commercial Plots > New Pindi Cooperative Housing Society Commercial Plots,302.2,0.0,0.0,92500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47290023,https://www.zameen.com/Property/dha_defence_dha_defence_phase_4_kanal_residential_plot_for_sale_located_dha_phase_4_islmbad-47290023-8413-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots,604.44,0.0,0.0,23000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Plot File 46718151,https://www.zameen.com/Property/dha_valley_dha_valley_-_jasmine_sector_dha_valley_5_marla_plot_jasmine_block_open_file_available-46718151-3215-2.html,Islamabad Plot Files > DHA Defence Plot Files > DHA Valley Plot Files > DHA Valley - Jasmine Sector Plot Files,151.1,0.0,0.0,1650000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46922772,https://www.zameen.com/Property/dha_defence_dha_defence_phase_6_1_kanal_open_certificate_residential_plot_for_sale_dha_phase_6_islamabad-46922772-17408-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 6 Residential Plots,604.44,0.0,0.0,6050000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46387254,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_h_sector_h_back_open_lane_1_b_pair_plot_for_sale-46387254-3203-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector H Residential Plots,1208.88,0.0,0.0,85000000.0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47015285,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f1_ten_marla_heighted_location_plot_available_for_sale-47015285-17402-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector F1 Residential Plots,302.2,0.0,0.0,15000000.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0
Residential Plot 47168480,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_plot_no_20_street_41_sector_b_dha_phase_3_islamabad_rawalpindi-47168480-16227-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block B Residential Plots,151.1,0.0,0.0,8500000.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0
Residential Plot 47245904,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_h_dha_2_sector_h_kanal_south_face_plot_close_to_macdonald_roundabout_available_for_sale_reasonable_price_ready_for_construction_most_prime_location_contact_for_details-47245904-3203-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector H Residential Plots,604.44,0.0,0.0,55000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47203148,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_g_dha_phase_4_islamabad_1_kanal_plot_for_sale_block_g_plot_7_street_29_good_location_invester_price-47203148-13962-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector G Residential Plots,604.44,0.0,0.0,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47216078,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_k_1_kanal_all_dues_clear_plot_available_for_sale-47216078-17401-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector K Residential Plots,604.44,0.0,0.0,34000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46663774,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_l_ready_to_sale_a_residential_plot_4500_square_feet_in_dha_phase_4_-_sector_l_islamabad-46663774-13970-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector L Residential Plots,604.44,0.0,0.0,9800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47058037,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_-_sector_c_kanal_500_sq_yds_plot_in_sector_c_dha_phase-1_islamabad-47058037-3191-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 1 Residential Plots > DHA Phase 1 - Sector C Residential Plots,604.44,0.0,0.0,38000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 45850931,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_c_dha_phase_4_sector_c_plot_no_31_street_6_plot_for_sale-45850931-13958-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector C Residential Plots,604.44,0.0,0.0,22500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47193251,https://www.zameen.com/Property/dha_valley_dha_valley_-_lilly_sector_5_marla_lilly_ballot_up_to_date_for_sale_in_dha_valley-47193251-3214-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Lilly Sector Residential Plots,151.1,0.0,0.0,2300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 41031676,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_commercial_zone_c3_4_marla_commercial_plot_for_sale_on_urgent_basis_sector_h_main_expressway_in_dha_05_islamabad_commercial_zone_c3-41031676-16398-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Defence Phase 5 Commercial Plots > DHA Phase 5 - Commercial Zone C3 Commercial Plots,120.88,0.0,0.0,31000000.0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0
Residential Plot 47233615,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_c_20_marla_plot_for_sale_in_dha-47233615-13958-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector C Residential Plots,604.44,0.0,0.0,23000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47322556,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_b_1_kanal_develop_possession_able_plot_available_for_sale-47322556-13957-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector B Residential Plots,604.44,0.0,0.0,23000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47271348,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f_eight_marla_plot_available_for_sale-47271348-8836-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector F Residential Plots,241.76,0.0,0.0,15500000.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.0
Residential Plot 47299736,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_a_dha_5_sector_a_liaquat_ali_khan_boulevard_plot_available_for_sale_in_reasonable_price_ready_for_construction_direct_access_most_prime_location_contact_for_details-47299736-8400-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector A Residential Plots,604.44,0.0,0.0,33000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47341911,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_d_1_kanal_develop_plot_available_in_dha_phase_3-47341911-16225-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block D Residential Plots,604.44,0.0,0.0,16000000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0
Residential Plot 47079584,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_prime_location_level_plot_lowest_price-47079584-10991-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots,604.44,0.0,0.0,29500000.0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0.0
Residential Plot 47265157,https://www.zameen.com/Property/dha_defence_dha_defence_phase_4_gorgeous_1_kanal_residential_plot_for_sale_available_in_dha_defence_phase_4-47265157-8413-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots,604.44,0.0,0.0,19200000.0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0.0
Residential Plot 46597887,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_h_one_kanal_plot_for_sale_on_urgent_basis_on_investor_rate_in_sector_h_dha_05_islamabad-46597887-11869-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector H Residential Plots,604.44,0.0,0.0,26000000.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0
Residential Plot 46920830,https://www.zameen.com/Property/dha_valley_dha_valley_-_iris_sector_iris_8_m_through_out_zero_surcharge_fresh_open-46920830-3223-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Iris Sector Residential Plots,241.76,0.0,0.0,2100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47126891,https://www.zameen.com/Property/dha_serene_city_dha_serene_city_-_zone_3_ready_to_buy_a_residential_plot_1_kanal_in_islamabad-47126891-14649-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Serene City Residential Plots > DHA Serene City - Zone 3 Residential Plots,604.44,0.0,0.0,60000000.0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0.0
Residential Plot 47182374,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_a_plot_no_18_street_no_22_sector_a_dha_phase_02_islamabad-47182374-3196-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector A Residential Plots,604.44,0.0,0.0,52500000.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0
Residential Plot 47201333,https://www.zameen.com/Property/dha_defence_dha_defence_phase_3_available_8_marla_residential_plot_for_sale_sector_b_dha_phase_3_islamabad-47201333-8412-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots,241.76,0.0,0.0,12200000.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0.0
