Identity,Link,Location,Area,Beds,Baths,Price,Balloted,Boundary Wall,Corner,Disputed,Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply,Distance From Airport (kms)
Plot File 45414322,https://www.zameen.com/Property/dha_defence_dha_valley_5_marla_plot_file_for_sale_dha_valley-45414322-1333-2.html,Islamabad Plot Files > DHA Defence Plot Files > DHA Valley Plot Files,151.1,0.0,0.0,1600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 45299312,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_park_face_-_south_face_plot_in_sector_b-45299312-339-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots,604.44,0.0,0.0,54500000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0.0
Residential Plot 47307823,https://www.zameen.com/Property/dha_defence_phase_3_new_pindi_cooperative_housing_society_4500_square_feet_spacious_residential_plot_available_in_new_pindi_cooperative_housing_society_for_sale-47307823-16909-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > New Pindi Cooperative Housing Society Residential Plots,604.44,0.0,0.0,23200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47315349,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_10_marla_solid_land_street_63_dha_phase_3_islamabad_sector_b-47315349-16227-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block B Residential Plots,302.2,0.0,0.0,14500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47265937,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f1_residential_plot_available_for_sale_in_dha_phase_5_sector_f1-47265937-17402-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector F1 Residential Plots,604.44,0.0,0.0,17800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46902615,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_c_1_kanal_south_face_top_heighted_plot-46902615-13958-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector C Residential Plots,604.44,0.0,0.0,26500000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Residential Plot 45311428,https://www.zameen.com/Property/dha_valley_dha_valley_-_rose_sector_ideal_prime_location_residential_plot_is_available_for_sale_in_islamabad-45311428-3210-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Rose Sector Residential Plots,241.76,0.0,0.0,2250000.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0
Residential Plot 46796531,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_residential_plot_for_sale_sector_g_dha_phase_2_islamabad-46796531-339-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots,604.44,0.0,0.0,53500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46178838,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_f_prime_location_developed_plot_available_for_sale_in_dha_phase_3_sector_f-46178838-17258-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block F Residential Plots,604.44,0.0,0.0,17000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 45462876,https://www.zameen.com/Property/dha_defence_dha_defence_phase_4_dha_phase_4_prime_location_plot-45462876-8413-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots,604.44,0.0,0.0,26500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47109040,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_b_eight_marla_heighted_location_plot_available_for_sale-47109040-3197-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector B Residential Plots,241.76,0.0,0.0,14500000.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.0
Residential Plot 46760282,https://www.zameen.com/Property/dha_valley_dha_valley_-_bogenvelia_sector_book_residential_plot_today_in_dha_valley_-_bogenvelia_sector-46760282-3209-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Bogenvelia Sector Residential Plots,241.76,0.0,0.0,2300000.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Commercial Plot 45532133,https://www.zameen.com/Property/dha_defence_dha_defence_phase_4_river_view_commercial_plot_for_sale-45532133-8413-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Defence Phase 4 Commercial Plots,120.88,0.0,0.0,33000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46347337,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_dha_phase_3_sector_b_screen_city_plot_for_sale_good_location_possession_able-46347337-16227-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block B Residential Plots,302.2,0.0,0.0,14500000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Residential Plot 47058633,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f_5_marla_plot_available_for_sale-47058633-8836-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector F Residential Plots,151.1,0.0,0.0,12500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46313651,https://www.zameen.com/Property/dha_defence_dha_valley_dha_valley_islamabad_sale_purchase-46313651-1333-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots,241.76,0.0,0.0,2200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47203102,https://www.zameen.com/Property/dha_defence_phase_6_dha_phase_6_-_sector_c3_dha_phase_6_islamabad_1_kanal_plot_for_sale_block_c3_plot_5_street_92_develop_plot_good_location_invester_price_on_ground_available-47203102-18891-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 6 Residential Plots > DHA Phase 6 - Sector C3 Residential Plots,604.44,0.0,0.0,10500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46878374,https://www.zameen.com/Property/dha_defence_phase_3_new_pindi_cooperative_housing_society_10_marla_solid_land_level_ready_for_possession_plot_for_sale_in_dha_new_pindi-46878374-16909-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > New Pindi Cooperative Housing Society Residential Plots,302.2,0.0,0.0,7500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46490624,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_h_perfect_pair_an_elegant_plot_waiting_for_you-46490624-3203-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector H Residential Plots,1208.88,0.0,0.0,90000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0.0
Residential Plot 45697143,https://www.zameen.com/Property/dha_valley_dha_valley_-_bluebell_sector_residential_plot_available_for_sale_in_dha_valley_-_bluebell_sector-45697143-3216-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Bluebell Sector Residential Plots,151.1,0.0,0.0,2700000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 46982014,https://www.zameen.com/Property/dha_defence_dha_valley_4_marla_commercial_ballat_boulevard_magnolia_for_sale_in_dha_vally_islamabad-46982014-1333-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Valley Commercial Plots,120.88,0.0,0.0,9000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46302563,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_-_sector_a_corner_plot_2_side_open_near_roots_school_1kanal_sector_a_dha_phase_1-46302563-3189-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 1 Residential Plots > DHA Phase 1 - Sector A Residential Plots,604.44,0.0,0.0,42500000.0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47272871,https://www.zameen.com/Property/dha_valley_dha_valley_-_bluebell_sector_8_marla_bluebell_plot_for_sale-47272871-3216-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Bluebell Sector Residential Plots,241.76,0.0,0.0,4500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47161179,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_g_1_kanal_plot_for_sale-47161179-13962-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector G Residential Plots,604.44,0.0,0.0,9800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46571494,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_kanal_corner_plot_available_in_dha_phase_2_sector_h-46571494-339-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots,604.44,0.0,0.0,52500000.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Residential Plot 46694753,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_h_4500_square_feet_residential_plot_for_sale_in_dha_phase_2_-_sector_h-46694753-3203-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector H Residential Plots,604.44,0.0,0.0,45000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46626818,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_-_sector_f_kanal_plot_with_2_marla_extra_land_paid_in_sector_f-46626818-8226-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 1 Residential Plots > DHA Phase 1 - Sector F Residential Plots,664.8840000000001,0.0,0.0,42500000.0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Residential Plot 47185957,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_best_options_for_residential_plot_is_available_for_sale_in_dha_defence_phase_5-47185957-10991-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots,1208.88,0.0,0.0,85000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 45872689,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_-_sector_a_required_1_kanal_residential_dha_1_block_a-45872689-3189-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 1 Residential Plots > DHA Phase 1 - Sector A Residential Plots,604.44,0.0,0.0,30000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46602001,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_c_excellent_location_developed_possession_near_centeral_commercial-46602001-8402-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector C Residential Plots,604.44,0.0,0.0,31000000.0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0.0
Residential Plot 47235568,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_b_dha_phase_5_sector_b_street_24_plot_for_sale-47235568-8401-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector B Residential Plots,604.44,0.0,0.0,33500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46875754,https://www.zameen.com/Property/dha_defence_dha_defence_phase_3_serene_city_a_sector_731_sqyds_plot_for_sale-46875754-8412-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots,906.66,0.0,0.0,35000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47125546,https://www.zameen.com/Property/dha_valley_dha_valley_-_bluebell_sector_best_opportunity_for_your_dream_property_plot_for_sale-47125546-3216-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Bluebell Sector Residential Plots,241.76,0.0,0.0,2200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47257148,https://www.zameen.com/Property/dha_defence_dha_defence_phase_3_corner_with_extra_land_develop_plot_in_sec_e-47257148-8412-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots,604.44,0.0,0.0,18000000.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0.0
Residential Plot 44384279,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_d_good_location_ideal_residential_plot_for_sale_in_dha_phase_2_-_sector_d-44384279-3199-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector D Residential Plots,604.44,0.0,0.0,42500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47237782,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_5_marla_plot_prime_location_available_for_sale_in_dha-phase-5_islamabad-47237782-10991-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots,151.1,0.0,0.0,12500000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47047719,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_dha3_rawalpindi_ex_serene_city_b_sector_one_kanal_plot_for_sale-47047719-16227-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block B Residential Plots,604.44,0.0,0.0,25000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 43873231,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_h_one_of_the_finest_east_face_south_open_corner_plot_is_available_for_sale-43873231-3203-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector H Residential Plots,604.44,0.0,0.0,45000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47147030,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_a_20_marla_plot_for_sale_in_dha-47147030-13956-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector A Residential Plots,604.44,0.0,0.0,28000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47239717,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_j_a_top_of_land_plot_for_sale_sector_j_front_open_ideal_location_plot_direct_deal_with_owner-47239717-17389-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector J Residential Plots,302.2,0.0,0.0,17100000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Plot File 46917247,https://www.zameen.com/Property/dha_valley_dha_valley_-_daisy_sector_dha_valley_sector_daisy_5_plot_file_for_sale-46917247-3217-2.html,Islamabad Plot Files > DHA Defence Plot Files > DHA Valley Plot Files > DHA Valley - Daisy Sector Plot Files,151.1,0.0,0.0,1300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 46695426,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_a_prime_location-46695426-8400-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Defence Phase 5 Commercial Plots > DHA Phase 5 - Sector A Commercial Plots,181.32,0.0,0.0,62500000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0.0
Residential Plot 45367002,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_a_dha_phase_4_plot_for_sale-45367002-3196-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector A Residential Plots,604.44,0.0,0.0,24500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47011735,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_h_corner_plot_close_to_commercial_for_sale_in_street_15_of_dha_phase_5_sector_h_of_islamabad-47011735-3203-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector H Residential Plots,604.44,0.0,0.0,33000000.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0
Residential Plot 47091468,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_b_1_kanal_residential_plot_for_sale_in_dha_phase_4_-_sector_b-47091468-13957-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector B Residential Plots,604.44,0.0,0.0,25000000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47230053,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_a_dha-2_sector_a_plot_-00_street_-05-47230053-3196-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector A Residential Plots,604.44,0.0,0.0,41000000.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0.0
Residential Plot 46301700,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_20_marla_plot_for_sale_in_dha_phase_5-46301700-10991-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots,604.44,0.0,0.0,34000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 46832943,https://www.zameen.com/Property/dha_valley_dha_valley_-_bogenvelia_sector_8_marla_commercial_plot_for_sale_in_dha_valley_sector_boganvilla-46832943-3209-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Valley Commercial Plots > DHA Valley - Bogenvelia Sector Commercial Plots,241.76,0.0,0.0,21000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46046997,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_b_1_kanal_residential_plot_is_available_in_dha_phase_5_-_sector_b-46046997-8401-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector B Residential Plots,604.44,0.0,0.0,39500000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0.0
Commercial Plot 46246111,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_d_commercial_area_4_m_ready_commercial_plaza_in_sector_d_near_gate_8_dha_2_for_sale-46246111-9224-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Defence Phase 2 Commercial Plots > DHA Phase 2 - Sector D Commercial Area Commercial Plots,120.88,0.0,0.0,92500000.0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Residential Plot 45991281,https://www.zameen.com/Property/dha_serene_city_dha_serene_city_-_zone_3_8_marla_plot_for_sale_in_dha_phase_3_sareen_city-45991281-14649-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Serene City Residential Plots > DHA Serene City - Zone 3 Residential Plots,241.76,0.0,0.0,13500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47191074,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_plot_no_10_road_no_80_sector_b_dha_phase_3_rawalpindi-47191074-16227-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block B Residential Plots,604.44,0.0,0.0,27000000.0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0.0
Residential Plot 47302325,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_h_plot_no_23_street_no_03_sector_h_dha_phase_02_islamabad-47302325-3203-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector H Residential Plots,604.44,0.0,0.0,40000000.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0
Residential Plot 47185950,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_40_marla_residential_plot_is_available_for_sale-47185950-10991-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots,1208.88,0.0,0.0,85000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 46265922,https://www.zameen.com/Property/dha_defence_dha_valley_sector_boganvilia_4_marla_commercial_plot_open_main_boulevard_all_dues_clear-46265922-1333-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Valley Commercial Plots,120.88,0.0,0.0,6600000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Residential Plot 44107990,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_-_sector_c_1_kanal_plot_for_sale_in_dha_phase_1_top_heighted_and_solid_land-44107990-3191-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 1 Residential Plots > DHA Phase 1 - Sector C Residential Plots,604.44,0.0,0.0,49000000.0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0.0
Residential Plot 46513665,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_a_1_kanal_prime_location_residential_plot_available_for_sale_in_dha_phase_5_islamabad-46513665-8400-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector A Residential Plots,604.44,0.0,0.0,33500000.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Residential Plot 46801131,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_j_dha2_islamabad_sector_j_plot_for_sale-46801131-8399-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector J Residential Plots,604.44,0.0,0.0,37500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47248107,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_a_1kanal_heigted_plot_available_for_sale-47248107-13956-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector A Residential Plots,604.44,0.0,0.0,22500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47181787,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_15_marla_plot_for_sale_in_dha_3-47181787-16227-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block B Residential Plots,453.3,0.0,0.0,21000000.0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0
Residential Plot 45085704,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_12_marla_plot_avaliable_for_sale_in_dha_phase_3_setor_b_seren_city-45085704-16227-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block B Residential Plots,362.64,0.0,0.0,17000000.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0
Residential Plot 47073393,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_g_this_is_your_chance_to_buy_residential_plot_in_dha_phase_2_-_sector_g_islamabad-47073393-3202-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector G Residential Plots,604.44,0.0,0.0,42500000.0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47166146,https://www.zameen.com/Property/dha_valley_dha_valley_-_lilly_sector_residential_plot_in_only_rs_1_390_000-47166146-3214-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Lilly Sector Residential Plots,151.1,0.0,0.0,1390000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Plot File 46161159,https://www.zameen.com/Property/dha_valley_dha_valley_-_oleander_sector_for_sele_oleander_block_5_marla_5_th_ballot_up_to_date_tarsfar_able_file_good_time_for_invest_future_profit_able-46161159-3213-2.html,Islamabad Plot Files > DHA Defence Plot Files > DHA Valley Plot Files > DHA Valley - Oleander Sector Plot Files,151.1,0.0,0.0,2300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47332556,https://www.zameen.com/Property/dha_defence_phase_6_dha_phase_6_-_sector_c3_dha_phase_6_sector_c-3ext_plot_available_for_sale-47332556-18891-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 6 Residential Plots > DHA Phase 6 - Sector C3 Residential Plots,604.44,0.0,0.0,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47182326,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_j_plot_no_03_street_no_04_sector_j_dha_phase_05_islamabad-47182326-17389-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector J Residential Plots,302.2,0.0,0.0,20000000.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0
Residential Plot 44594089,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f_1_kanal_residential_plot_available_for_sale_in_dha_phase_5_sector_f-44594089-8836-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector F Residential Plots,604.44,0.0,0.0,28500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 46309876,https://www.zameen.com/Property/dha_defence_phase_5_expressway_commercial_4_marla_expressway_commercial_dha_phase_5_islamabad-46309876-13293-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Defence Phase 5 Commercial Plots > Expressway Commercial Commercial Plots,120.88,0.0,0.0,34000000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
