Identity,Link,Location,Area,Beds,Baths,Price,ATM Machines,Balloted,Barbeque Area,Broadband Internet Access,Business Center or Media Room in Building,Central Air Conditioning,Central Heating,Communal/Shared Kitchen,Community Centre,Community Gym,Community Lawn or Garden,Community Swimming Pool,Conference Room in Building,Day Care Centre,Dining Room,Double Glazed Windows,Drawing Room,Electricity,Electricity Backup,Facilities for Disabled,File,First Aid or Medical Centre,Flooring,Furnished,Gym,Intercom,Jacuzzi,Kids Play Area,Laundry Room,Laundry or Dry Cleaning Facility,Lawn or Garden,Lobby in Building,Lounge or Sitting Room,Maintenance Staff,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Pet Policy,Possesion,Powder Room,Prayer Room,Satellite or Cable TV Ready,Sauna,Security Staff,Service Elevators in Building,Sewerage,Steam Room,Study Room,Sui Gas,Swimming Pool,Waste Disposal,Water Supply,Built in year,Distance From Airport (kms),Elevators,Floor,Floors,Floors in Building,Kitchens,Parking Spaces,Servant Quarters,Store Rooms
House 47170249,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_takbeer_block_10_marla_lda_approved_brand_new_residential_house_for_sale_in_takbeer_block_bahria_town_lahore-47170249-1778-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector B Houses > Bahria Town - Takbeer Block Houses,302.2,5.0,6.0,34900000.0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0
House 44604366,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_alamgir_block_extension_5_marla_house_for_sale_on_easy_installment_in_alamgir_block_extension_bahria_town_lahore-44604366-18778-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector F Houses > Bahria Town - Alamgir Block Extension Houses,151.1,3.0,4.0,18500000.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
House 47285763,https://www.zameen.com/Property/lahore_bahria_town_brand_new_house-47285763-509-1.html,Lahore Houses > Bahria Town Houses,302.2,5.0,5.0,38000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47257666,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_d_luxurious_designer_5_marla_brand_new_house_for_sale_in_bahria_town_lahore-47257666-1796-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector D Houses,151.1,3.0,5.0,27000000.0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0
House 44991193,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_b_8_marla_residential_house_for_sale_in_sector_b_bahria_town_lahore-44991193-1772-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector B Houses,241.76,5.0,5.0,25000000.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47252658,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_d_slightly_used_05_marla_house_for_sale_sector_d_bahria_town_lahore-47252658-1796-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector D Houses,151.1,3.0,4.0,18000000.0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2019.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0
House 44294925,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_alamgir_block_extension_5_marla_luxury_house_for_sale_on_easy_installment_in_alamgir_block_extension_bahria_town_lahore-44294925-18778-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector F Houses > Bahria Town - Alamgir Block Extension Houses,151.1,0.0,0.0,17500000.0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
House 46987090,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_a_new_construction_spanish_design_house-46987090-1813-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Overseas Enclave Houses > Bahria Town - Overseas B Houses,302.2,5.0,6.0,49900000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47206303,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_aa_6_5_marla_residential_hosue_for_sale_in_aa_block_bahira_town_lahore-47206303-1797-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector D Houses > Bahria Town - Block AA Houses,196.43,4.0,5.0,25000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
Flat 46874634,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_1_bed_brand_new_apartment_for_sale_in_sector_e_bahria_town_lahore-46874634-1802-1.html,Lahore Flats > Bahria Town Flats > Bahria Town - Sector E Flats,66.48400000000001,1.0,1.0,6800000.0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2023.0,1.0,1.0,2.0,0.0,7.0,1.0,30.0,0.0,0.0
Flat 47054769,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_750_square_feet_apartment_for_sale_in_iqbal_block_bahria_town_lahore-47054769-1805-1.html,Lahore Flats > Bahria Town Flats > Bahria Town - Sector E Flats > Bahria Town - Iqbal Block Flats,99.72599999999998,2.0,2.0,13000000.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2023.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0
House 45948342,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_d_5_marla_house_for_sale_in_bahria_town-45948342-1796-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector D Houses,151.1,0.0,0.0,16500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46948197,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_d_5_marla_house_for_sale_sector_d-46948197-1796-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector D Houses,151.1,3.0,4.0,22000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2019.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Flat 47148071,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_umar_block_2_bed_beautiful_apartment_on_instalments-47148071-1781-1.html,Lahore Flats > Bahria Town Flats > Bahria Town - Sector B Flats > Bahria Town - Umar Block Flats,87.63799999999999,2.0,2.0,10900000.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
House 47211629,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_10_marla_brand_new_house_5_bedroom_and_6_washroom_hot_location_jasmine_block_bahria_town_lahore-47211629-1786-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector C Houses > Bahria Town - Jasmine Block Houses,302.2,5.0,6.0,40000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
House 47072146,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_ideally_located_house_of_1125_square_feet_is_available_for_sale_in_lahore-47072146-1804-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector E Houses > Bahria Town - Jinnah Block Houses,151.1,3.0,4.0,21500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
House 46910195,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_talha_block_10_marla_brand_new_house_for_sale_in_talha_block_bahria_town_lahore-46910195-10063-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector E Houses > Bahria Town - Talha Block Houses,302.2,5.0,6.0,29000000.0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
House 45534630,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_5_marla_house_for_sale_in_sector_e_bahria_town_lahore-45534630-1802-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector E Houses,151.1,3.0,3.0,18500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
House 41332140,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_bb_5_marla_slightly_used_house_for_sale-41332140-1798-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector D Houses > Bahria Town - Block BB Houses,151.1,3.0,4.0,19500000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,2022.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
House 46649067,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_block_beautiful_10_marla_house_for_sale_in_sector_e_bahria_town_lahore-46649067-1803-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector E Houses > Bahria Town - Rafi Block Houses,302.2,3.0,4.0,42500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47070302,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_10_marla_house_for_sale_in_bahria_town_lahore-47070302-1786-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector C Houses > Bahria Town - Jasmine Block Houses,302.2,5.0,6.0,36000000.0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,2016.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0
House 47129426,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_ali_block_11_marla_corner_house_for_sale_in_ali_block_men_boulevard_double_story_vip_house_for_sale_bahria_town_lahore-47129426-1779-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector B Houses > Bahria Town - Ali Block Houses,332.42,5.0,6.0,37500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
House 47336003,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_cc_5_marla_luxury_house_for_sale_in_hot_location_sector_d_block_cc_bahria_town_lahore-47336003-1799-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector D Houses > Bahria Town - Block CC Houses,151.1,3.0,4.0,21000000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47317486,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_shaheen_block_1_kanal_house_in_good_condition_for_sale_in_shaheen_block_bahria_town_lahore-47317486-1775-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector B Houses > Bahria Town - Shaheen Block Houses,604.44,5.0,6.0,58000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2021.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0
Flat 46551994,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_1_bed_flat_for_sale_in_bahria_town_facing_efil_tower_ideal_location-46551994-3097-1.html,Lahore Flats > Bahria Town Flats > Bahria Town - Sector F Flats,66.48400000000001,1.0,1.0,4500000.0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47327632,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_safari_block_8_marla_asian_house_for_sale_in_sector_b_safari_block_bahria_town_lahore-47327632-14546-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector B Houses > Bahria Town - Safari Block Houses,241.76,3.0,4.0,19000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47317961,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_moderm_class_10_marla_brand_new_house_in_bahria_town_lahore-47317961-1784-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector C Houses,302.2,5.0,6.0,41000000.0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0
House 47313720,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_prime_location_10_marla_house_available_for_sale_in_bahria_town_-_overseas_b_lahore-47313720-1813-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Overseas Enclave Houses > Bahria Town - Overseas B Houses,302.2,5.0,6.0,39000000.0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
House 47287152,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_solid_build_brand_new_5_marla_house_available_in_jinnah_block_bahria_town_lahore-47287152-1802-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector E Houses,151.1,3.0,3.0,24000000.0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2023.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0
Flat 47002427,https://www.zameen.com/Property/lahore_bahria_town_lavish_brand_new_one_bed_furnished_apartment_for_sale-47002427-509-1.html,Lahore Flats > Bahria Town Flats,78.572,1.0,1.0,11000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 46803692,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_for_sale_two_bed_flat_in_bahria_town_lahore-46803692-1802-1.html,Lahore Flats > Bahria Town Flats > Bahria Town - Sector E Flats,114.83599999999998,2.0,2.0,11500000.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,2023.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0
House 47199031,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_block_looking_for_a_new_modern_house_in_bahria_town-47199031-1803-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector E Houses > Bahria Town - Rafi Block Houses,151.1,3.0,5.0,26500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
House 47202222,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_janiper_block_10_marla_residential_house_for_sale_in_janiper_block_bahira_town_lahore-47202222-1792-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector C Houses > Bahria Town - Janiper Block Houses,302.2,5.0,6.0,25000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
Flat 47338548,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_tow_bed_furnished_apartment_available_for_sale_in_sector_e_bahria_town_lahore-47338548-1802-1.html,Lahore Flats > Bahria Town Flats > Bahria Town - Sector E Flats,108.792,2.0,2.0,12500000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,2023.0,0.0,1.0,4.0,0.0,6.0,1.0,1.0,1.0,1.0
House 46395102,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_5_marla_residential_house_for_sale_in_jinnah_block_sector_e_bahria_town_lahore-46395102-1804-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector E Houses > Bahria Town - Jinnah Block Houses,151.1,3.0,5.0,17200000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
House 47127282,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_10_marla_ultra_luxurious_house_1_year_maintenance_service_hot_location_nearby_park_masjid-47127282-1786-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector C Houses > Bahria Town - Jasmine Block Houses,302.2,5.0,6.0,42100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 47179453,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_two_bed_apartment_available_for_sale_in_sector_c_bahria_town_lahore-47179453-1784-1.html,Lahore Flats > Bahria Town Flats > Bahria Town - Sector C Flats,108.792,2.0,2.0,12800000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,2023.0,0.0,1.0,4.0,0.0,6.0,1.0,1.0,1.0,1.0
House 47127500,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_luxurious_designer_11_marla_brand_new_house_for_sale_in_bahria_town_lahore_with_gas_installation-47127500-1784-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector C Houses,332.42,5.0,6.0,42500000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0
House 47306454,https://www.zameen.com/Property/bahria_town_bahria_town_-_overseas_enclave_10_marla_house_with_basement_for_sale_in_bahria_town_lahore-47306454-1811-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Overseas Enclave Houses,302.2,0.0,0.0,44500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,1.0,3.0
House 47194276,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_bahria_town_jinnah_sector_furnished_5_marla_house_for_sale-47194276-1804-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector E Houses > Bahria Town - Jinnah Block Houses,151.1,3.0,3.0,25000000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2021.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0
House 46876539,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_block_6_marla_residential_house_for_sale_in_rafi_block_bahria_town_lahore-46876539-1803-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector E Houses > Bahria Town - Rafi Block Houses,181.32,3.0,5.0,16000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
House 47095257,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_usman_block_8_marla_like_a_new_luxury_house_for_sale_in_usman_block_bahria_town_lahore-47095257-1780-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector B Houses > Bahria Town - Usman Block Houses,241.76,4.0,6.0,30000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2021.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0
House 46856292,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_buying_a_house_in_bahria_town_-_sector_c-46856292-1784-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector C Houses,56789.01234,5.0,5.0,42000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47199029,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_block_looking_for_a_facing_park_house_in_bahria_town-47199029-1803-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector E Houses > Bahria Town - Rafi Block Houses,151.1,3.0,4.0,21000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
House 47007886,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_block_a_beautiful_bahria_town_lahore-47007886-8261-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector F Houses > Bahria Town - Ghaznavi Block Houses,302.2,5.0,6.0,34000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
