Identity,Link,Location,Area,Beds,Baths,Price,ATM Machines,Balloted,Barbeque Area,Boundary Wall,Broadband Internet Access,Business Center or Media Room in Building,Central Air Conditioning,Central Heating,Communal/Shared Kitchen,Community Centre,Community Gym,Community Lawn or Garden,Community Swimming Pool,Conference Room in Building,Corner,Day Care Centre,Dining Room,Disputed,Double Glazed Windows,Drawing Room,Electricity,Electricity Backup,Facilities for Disabled,File,First Aid or Medical Centre,Flooring,Furnished,Gym,Intercom,Jacuzzi,Kids Play Area,Laundry Room,Laundry or Dry Cleaning Facility,Lawn or Garden,Lobby in Building,Lounge or Sitting Room,Maintenance Staff,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Pet Policy,Possesion,Powder Room,Prayer Room,Satellite or Cable TV Ready,Sauna,Security Staff,Service Elevators in Building,Sewerage,Steam Room,Study Room,Sui Gas,Swimming Pool,Waste Disposal,Water Supply,Built in year,Distance From Airport (kms),Elevators,Floor,Floors,Floors in Building,Kitchens,Parking Spaces,Servant Quarters,Store Rooms
House 45751219,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_1_kanal_brand_new_designer_house_for_sale_in_sector_c_bahria_enclave_islamabad-45751219-11973-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C Houses,604.44,5.0,5.0,115000000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
Flat 47282541,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_2100_square_feet_flat_in_bahria_town_for_sale_at_good_location-47282541-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,281.046,3.0,4.0,25200000.0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
House 46416479,https://www.zameen.com/Property/bahria_town_bahria_enclave_one_kanal_beautiful_house_is_av_for_sell_in_bahria_enckave_islamabad-46416479-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,604.44,6.0,6.0,85000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46987873,https://www.zameen.com/Property/bahria_town_bahria_enclave_10_marla_luxury_house_with_4_beds_and_furnished_kitchen_is_for_sale_in_bahria_enclave_islamabad-46987873-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,302.2,4.0,5.0,55000000.0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Flat 47055703,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_g_flat_for_sale_in_beautiful_bahria_enclave_-_sector_g-47055703-11984-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector G Flats,114.83599999999998,2.0,2.0,8500000.0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,2023.0,1.0,1.0,4.0,0.0,5.0,1.0,1.0,1.0,1.0
Flat 47045709,https://www.zameen.com/Property/bahria_town_bahria_enclave_2_bed_apartment_for_sale_on_3_years_installment-47045709-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,151.1,2.0,2.0,14000000.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,0.0
Flat 47353398,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_brand_new_flates_avaliable_for_sell-47353398-11970-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector A Flats,105.77,2.0,2.0,7500000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,2023.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
Flat 47309698,https://www.zameen.com/Property/bahria_town_bahria_enclave_4_bed_apartments_for_sale_royal_mall_and_residency_in_bahria_enclave_islamabad-47309698-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,395.882,4.0,4.0,38000000.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,2023.0,1.0,2.0,7.0,0.0,8.0,2.0,3.0,0.0,1.0
Flat 47352780,https://www.zameen.com/Property/bahria_town_bahria_enclave_brand_new_3_bedroom_diamond_category_outerfacing_apartment_beautiful_view_available-47352780-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,329.398,3.0,4.0,22500000.0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0.0,0.0,16.0,1.0,0.0,9.0,1.0,0.0,1.0,0.0
Flat 47276304,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_i_the_galleria_mall_3_bed_dimound_apartment_available_for_sale_beautiful_view-47276304-11982-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector I Flats,329.398,3.0,4.0,22500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,16.0,6.0,0.0,9.0,1.0,2.0,1.0,0.0
House 47012026,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_m_10_marla_brand_new_house_for_sale-47012026-11977-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector M Houses,302.2,5.0,5.0,38500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
Flat 46199430,https://www.zameen.com/Property/bahria_town_bahria_enclave_2_bed_apartment_on_3_years_installments-46199430-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,151.1,2.0,2.0,15100000.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0
Flat 47191910,https://www.zameen.com/Property/bahria_town_bahria_enclave_brand_new_3_bedroom_diamond_category_outerfacing_apartment_beautiful_view_available-47191910-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,329.398,3.0,4.0,22600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.0,6.0,0.0,9.0,1.0,0.0,1.0,0.0
House 46696169,https://www.zameen.com/Property/bahria_town_bahria_enclave_brand_new_10marla_house_at_very_prime_location_near_to_park_and_masjid-46696169-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,302.2,5.0,6.0,52000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
House 47295215,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_1_kanal_brand_new_designer_house_available_for_sale-47295215-11973-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C Houses,604.44,5.0,6.0,105000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 45890173,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_sector_b1_5_marla_house_for_sale_in_bahria_enclave_islamabad-45890173-11972-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector B1 Houses,151.1,3.0,4.0,24000000.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2023.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Flat 47231247,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_sector_c-1_2_bedrooms_apartment_for_sale-47231247-11987-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector C1 Flats,139.01199999999997,2.0,2.0,12000000.0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2023.0,0.0,1.0,3.0,0.0,6.0,1.0,1.0,0.0,0.0
House 46973095,https://www.zameen.com/Property/bahria_town_bahria_enclave_5_marla_beautiful_brand_new_house_a_construction_is_for_sale_in_bahria_enclave_islamabad-46973095-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,151.1,3.0,4.0,24000000.0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 47183885,https://www.zameen.com/Property/bahria_town_bahria_enclave_the_grande_business_center_brand_new_ready_to_live_best_apartment_in_bahria_enclave-47183885-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,87.63799999999999,1.0,1.0,10500000.0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2022.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0
Flat 46495929,https://www.zameen.com/Property/bahria_town_bahria_enclave_2_elegancia_-_apartment_for_sale_on_easy_installment_in_bahria_enclave_2_bahria_hills_cda_sector-46495929-8368-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave 2 Flats,51.374,0.0,0.0,7095000.0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0
Flat 45881121,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_heights_a_flat_of_3494_square_feet_in_rs_38_400_000-45881121-18084-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave Heights Flats,468.41,0.0,0.0,38400000.0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,2023.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Flat 47233125,https://www.zameen.com/Property/bahria_town_bahria_enclave_apartments_for_sale-47233125-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,350.552,3.0,4.0,23500000.0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2023.0,0.0,4.0,3.0,0.0,9.0,1.0,2.0,0.0,1.0
Flat 47046410,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_3_bed_brand_new_apartment_family_residential_building-47046410-11983-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector H Flats,226.65,3.0,3.0,15800000.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2023.0,0.0,16.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
Flat 46719602,https://www.zameen.com/Property/bahria_town_bahria_enclave_2_elegance_apartment_for_sale_on_easy_installment_in_bahria_enclave_2_bahria_hills_cda_sector-46719602-8368-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave 2 Flats,87.63799999999999,0.0,0.0,12000000.0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
House 43408536,https://www.zameen.com/Property/bahria_town_bahria_enclave_mind_blowing_beautiful_corner_8_marla_5_beds_house_in_bahria_enclave-43408536-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,241.76,5.0,6.0,45000000.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2022.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0
Flat 47201249,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_brand_new_3_bedroom_diamond_category_outerfacing_apartment_beautiful_view_available-47201249-11983-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector H Flats,329.398,3.0,4.0,22800000.0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0.0,0.0,16.0,6.0,0.0,9.0,1.0,0.0,1.0,0.0
House 46698011,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c3_sector_c3_8_marla_house_for_sale_in_bahria_enclave_islamabad-46698011-11989-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C3 Houses,302.2,5.0,6.0,43000000.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2023.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
House 45617802,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_1_kanal_brand_new_house_for_sale_in_bahria_enclave_islamabad-45617802-11970-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector A Houses,604.44,6.0,6.0,92500000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0
House 47342588,https://www.zameen.com/Property/bahria_town_bahria_enclave_bahria_enclave_islamabad_sector_b1_5_marla_brand_new_house_available_for_sale-47342588-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,151.1,3.0,3.0,28000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
Flat 46132167,https://www.zameen.com/Property/bahria_town_bahria_enclave_luxurious_bahria_enclave_apartments_for_sale_madina_residency_islamabad-46132167-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,139.01199999999997,2.0,2.0,14000000.0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 47203847,https://www.zameen.com/Property/bahria_town_bahria_enclave_studio_apartment_available_for_sale-47203847-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,84.61599999999999,0.0,1.0,5500000.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2023.0,0.0,4.0,6.0,0.0,9.0,1.0,1.0,0.0,0.0
Flat 47313751,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_i_the_galleria-47313751-11982-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector I Flats,184.342,2.0,2.0,12000000.0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2023.0,1.0,8.0,7.0,0.0,9.0,1.0,1.0,0.0,1.0
Flat 45957111,https://www.zameen.com/Property/bahria_enclave_capital_mall_residency_1450_square_feet_flat_for_sale_in_capital_mall_residency-45957111-11818-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Capital Mall & Residency Flats,193.408,2.0,2.0,11500000.0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
House 46977910,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_sector_b1_5m_brand_new_corner_house_for_sale-46977910-11972-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector B1 Houses,151.1,3.0,3.0,28500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
House 46498592,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_sector_a_10_marla_house_for_sale_ideal_location_at_bahria_enclave_islamabad-46498592-11970-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector A Houses,302.2,0.0,0.0,44000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47151865,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c3_sector_c3_10_marla_house_for_sale_in_bahria_enclave_islamabad-47151865-11989-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C3 Houses,302.2,4.0,5.0,45000000.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2023.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
House 44413106,https://www.zameen.com/Property/bahria_town_bahria_enclave_get_your_dream_house_in_bahria_enclave_islamabad-44413106-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,332.42,5.0,3.0,55000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Flat 47261060,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_flat_in_bahria_enclave_-_sector_f_sized_2100_square_feet_is_available-47261060-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,281.046,2.0,4.0,25200000.0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Flat 47067184,https://www.zameen.com/Property/bahria_town_bahria_enclave_ready_to_move_brand_new_2_bed_apartment_for_sale-47067184-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,184.342,2.0,2.0,11700000.0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2023.0,0.0,4.0,8.0,0.0,9.0,1.0,1.0,0.0,0.0
Flat 43691317,https://www.zameen.com/Property/bahria_town_bahria_enclave_2_bed_luxury_apartment_for_sale_in_bahria_enclave_islamabad-43691317-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,184.342,2.0,3.0,16500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Flat 45817039,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_one_bed_apparent_in_bahria_enclave_sector_c1-45817039-11973-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector C Flats,66.48400000000001,1.0,1.0,5000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
Flat 46013752,https://www.zameen.com/Property/bahria_town_bahria_enclave_looking_for_a_flat_in_bahria_enclave_islamabad-46013752-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,48.352,1.0,1.0,8000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 47298204,https://www.zameen.com/Property/bahria_town_bahria_enclave_luxury_apartment_with_beautiful_view_in_galleria_islamabad-47298204-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,299.178,2.0,2.0,20000000.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2022.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0
Flat 46803315,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_sector_a_studio_bahria_cube_apartment_637_square_feet_near_for_possession_on_6th_floor_murree_facing_available_for_sale-46803315-11970-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector A Flats,84.61599999999999,0.0,1.0,5800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46229763,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c3_sector_c3_9_marla_brand_new_house_for_sale-46229763-11989-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C3 Houses,271.98,5.0,5.0,39000000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0
