Identity,Link,Location,Area,Beds,Baths,Price,Balloted,Boundary Wall,Corner,Disputed,Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply,Distance From Airport (kms)
Commercial Plot 45583106,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_commercial_plot_for_sale_in_bahria_enclave_-_sector_c_avenue-45583106-11973-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Enclave Commercial Plots > Bahria Enclave - Sector C Commercial Plots,151.1,0.0,0.0,55000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0
Residential Plot 46149234,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_5m_on_ideal_location_plot_for_sale_in_sector_n-46149234-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,151.1,0.0,0.0,9200000.0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1.0
Commercial Plot 46697640,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_8_marla_commercial_plot_available_for_sell_in_bahria_enclave_islamabad_in_sectoe_c1-46697640-11987-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Enclave Commercial Plots > Bahria Enclave - Sector C1 Commercial Plots,241.76,0.0,0.0,58500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47208755,https://www.zameen.com/Property/islamabad_bahria_town_bahria_town_paradise_commercial_27_marla_plot_for_sale-47208755-383-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots,785.772,0.0,0.0,200000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 45923607,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_8_marla_plot_in_sector_n_bahria_enclave_islamabad-45923607-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,241.76,0.0,0.0,12000000.0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 45888649,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_10_marla_solid_land_top_beautiful_location_plot_for_sale-45888649-11987-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C1 Residential Plots,302.2,0.0,0.0,17800000.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Commercial Plot 47245714,https://www.zameen.com/Property/bahria_town_bahria_oriental_garden_open_transfer_commercial_plot_no_19_available_in_oriental_garden_commercial-47245714-13813-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Oriental Garden Commercial Plots,423.08,0.0,0.0,100000000.0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0.0
Residential Plot 47148764,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_sector_n_8_marla_plot_residential_plot_for_sale-47148764-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,241.76,0.0,0.0,10200000.0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0.0
Residential Plot 46927083,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_extension_10_marla_possession_plot_for_sale_in_sector_c1_extension-46927083-20394-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C1 Extension Residential Plots,302.2,0.0,0.0,12800000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1.0
Residential Plot 47314020,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_sector_f_top_location_kanal_plot_up_for_sale_bahria_enclave_islamabad_back_open_for_the_life_time_solid_land_ready_for_construction_price_395_lac-47314020-11985-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F Residential Plots,604.44,0.0,0.0,39500000.0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1.0
Residential Plot 45544893,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_8_marla_solid_land_plot_available_for_sale_possession_able_plot-45544893-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,241.76,0.0,0.0,11000000.0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0.0
Residential Plot 47171387,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_sector_n_5marla_near_to_park_ready_plot_for_sale_bahria_enclave_islamabad_price_97_lac_pu_paid-47171387-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,151.1,0.0,0.0,9700000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Residential Plot 47026278,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_10_marla_dead_end_corner_plot_for_sale_in_sale_in_sector_c1_bahria_enclave_islamabad-47026278-11987-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C1 Residential Plots,302.2,0.0,0.0,18800000.0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 46564168,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_open_form_sector_f-1_10_marla_plot_residential_plot_for_sale-46564168-11986-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F1 Residential Plots,302.2,0.0,0.0,8300000.0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1.0
Residential Plot 46881514,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c2_sec_c2_boulevard_corner_category_plot_-_pu_boulevard_and_corner_category_paid-46881514-11988-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C2 Residential Plots,293.134,0.0,0.0,23000000.0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 46242001,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_g_sector_g_10_marla_plot_for_sale-46242001-11984-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector G Residential Plots,302.2,0.0,0.0,13500000.0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1.0
Residential Plot 47007270,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_sector_f1_10_marla_street_14_back_open_margalla_facing_solid_land_heighted_location_possession_utility_charges_paid_plot_for_sale-47007270-11986-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F1 Residential Plots,302.2,0.0,0.0,13500000.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0.0
Residential Plot 45482313,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_plot_for_sale_in_sector_a_bahria_enclave_islamabad-45482313-11970-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector A Residential Plots,604.44,0.0,0.0,32500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46328565,https://www.zameen.com/Property/bahria_garden_city_bahria_garden_city_-_zone_5_solid_and_level_plot_for_sale_bahria_garden_city_islamabad_5_marla_plot_good_location_reasonable_price-46328565-10609-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Garden City Residential Plots > Bahria Garden City - Zone 5 Residential Plots,151.1,0.0,0.0,8000000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Residential Plot 46734414,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_i_5_marla_residential_plot_in_bahria_enclave_-_sector_i-46734414-11982-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector I Residential Plots,151.1,0.0,0.0,6500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47083596,https://www.zameen.com/Property/bahria_town_bahria_enclave_plot_for_sale_sector_c2_open_form_new_plot_reasonable_price_near_to_gate_bahria_enclave_islamabad-47083596-1705-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots,302.2,0.0,0.0,13799999.999999998,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 44793504,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_i_5_marla_new_deal_open_forms_plot_is_available-44793504-11982-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector I Residential Plots,151.1,0.0,0.0,6800000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0
Commercial Plot 46084892,https://www.zameen.com/Property/bahria_garden_city_bahria_garden_city_-_zone_5_garden_city_zone_5a_main_dha_3_entrance_commercial_plots_for_sale_available-46084892-10609-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Garden City Commercial Plots > Bahria Garden City - Zone 5 Commercial Plots,163.18800000000002,0.0,0.0,38000000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0
Residential Plot 46774122,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_bahria_enclave_sector_c_kanal_plot_for_sale-46774122-11973-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C Residential Plots,604.44,0.0,0.0,34000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46468900,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_k_plot_for_sale_sector_k_possession_able_plot_extreme_top_location_bahria_enclave_islamabad-46468900-11978-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector K Residential Plots,302.2,0.0,0.0,12000000.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 45634227,https://www.zameen.com/Property/bahria_garden_city_bahria_garden_city_-_zone_3_12_marla_residential_plot_for_sale_in_rs_24_500_000_only-45634227-10607-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Garden City Residential Plots > Bahria Garden City - Zone 3 Residential Plots,362.64,0.0,0.0,24500000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Commercial Plot 47327687,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_property_for_sale_in_bahria_enclave_-_sector_a_islamabad_is_available_under_rs_80_000_000-47327687-11970-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Enclave Commercial Plots > Bahria Enclave - Sector A Commercial Plots,241.76,0.0,0.0,80000000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Residential Plot 47212080,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_plot_for_sale_sector_j_non_develop_plot_extreme_top_location_bahria_enclave_islamabad-47212080-11981-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector J Residential Plots,241.76,0.0,0.0,6400000.0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1.0
Residential Plot 47080175,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_sector_f-1_5_marla_plot_residential_plot_for_sale-47080175-11986-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F1 Residential Plots,151.1,0.0,0.0,8000000.0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0.0
Residential Plot 47351289,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_sector_j_8marla_top_location_plot_available_price_108_lac-47351289-11981-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector J Residential Plots,241.76,0.0,0.0,10800000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1.0
Residential Plot 47336702,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_sector_f_1kanal_ready_plot_for_sale_bahria_enclave_islamabad_price_390_lac_pu_paid-47336702-11985-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F Residential Plots,604.44,0.0,0.0,39000000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Residential Plot 46479239,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_sector_n_5_marla_residential_plot_ideal_location_at_bahria_enclave_islamabad-46479239-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,151.1,0.0,0.0,6500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47336991,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_sector_h_5marla_street_4_6c_plots_available_price_92lac-47336991-11983-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector H Residential Plots,151.1,0.0,0.0,9200000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1.0
Residential Plot 45553107,https://www.zameen.com/Property/bahria_garden_city_bahria_garden_city_-_zone_5_5_marla_solid_and_level_plot_for_sale-45553107-10609-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Garden City Residential Plots > Bahria Garden City - Zone 5 Residential Plots,151.1,0.0,0.0,8500000.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1.0
Residential Plot 45718939,https://www.zameen.com/Property/bahria_enclave_2_agro_farming_scheme_5_kanal_farm_house_plot_for_sale_in_agro_farming_scheme-45718939-10456-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave 2 Residential Plots > Agro Farming Scheme Residential Plots,3022.2000000000003,0.0,0.0,65000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47294523,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_bahria_enclave_isb_sector_c_road_16-a_kanal_plot_possession_utility_and_boulevard_paid-47294523-11973-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C Residential Plots,604.44,0.0,0.0,36500000.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.0
Residential Plot 46928100,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_5_marla_residential_plot-46928100-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,151.1,0.0,0.0,6600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 44701601,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_8_marla_park_facing_plot_in_sector_n-44701601-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,241.76,0.0,0.0,7800000.0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0.0
Residential Plot 46035017,https://www.zameen.com/Property/bahria_garden_city_bahria_garden_city_-_zone_3_sale_a_residential_plot_in_islamabad_prime_location-46035017-10607-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Garden City Residential Plots > Bahria Garden City - Zone 3 Residential Plots,362.64,0.0,0.0,14000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46843235,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_o_5_marla_plot_with_extra_land-46843235-11974-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector O Residential Plots,151.1,0.0,0.0,6400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 44671959,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_1_kanal_plot_street_13_sector_f-1_back_open_bahria_enclave_islamabad-44671959-11986-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F1 Residential Plots,604.44,0.0,0.0,27500000.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0
Residential Plot 44234852,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_extension_bahria_enclave_sector_c-1_extension_10_marla_corner_plot_available_for_sale_at_prime_location-44234852-20394-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C1 Extension Residential Plots,302.2,0.0,0.0,13000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46318820,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_ready_to_buy_a_residential_plot_5_marla_in_bahria_enclave_-_sector_b1-46318820-11972-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector B1 Residential Plots,151.1,0.0,0.0,12000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Commercial Plot 46149949,https://www.zameen.com/Property/bahria_town_bahria_oriental_garden_14_mrla_commercial_plot_for_sale_on_down_payment_installments_in_bhria_oriential_garden-46149949-13813-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Oriental Garden Commercial Plots,423.08,0.0,0.0,105000000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0
Residential Plot 47210473,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_5_marla_residential_plot_for_sale_in_bahria_enclave_sector_f1-47210473-11986-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F1 Residential Plots,151.1,0.0,0.0,7400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47095533,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_8_marla_commercial_plot_for_sale_in_sector_j_bahria_enclave-47095533-11981-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Enclave Commercial Plots > Bahria Enclave - Sector J Commercial Plots,241.76,0.0,0.0,45000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 45433170,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_10_marla_boulevard_category_plot_available_for_sale-45433170-11987-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C1 Residential Plots,302.2,0.0,0.0,16500000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0
Residential Plot 44502258,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_bahria_enclave_sector_b_5_marla_26_45_semi_corner_beautiful_location_plot_available_for_sale_in_very_reasonable_demand-44502258-11972-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector B1 Residential Plots,151.1,0.0,0.0,11000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46959582,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_10_marla_corner_plot_for_sale_in_sector_c1_bahria_enclave_islamabad-46959582-11987-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C1 Residential Plots,302.2,0.0,0.0,18000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 42810768,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_5_marla_plot_in_sector_n-42810768-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,151.1,0.0,0.0,9500000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 46793200,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_bahria_enclave_sector_j_10_marla_catoagary_boulevard-46793200-11981-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector J Residential Plots,302.2,0.0,0.0,15500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47001763,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_i_5marla_new_deal_open_form_available_for_sale_on_reasonable_price-47001763-11982-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector I Residential Plots,151.1,0.0,0.0,6600000.0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1.0
Commercial Plot 47284893,https://www.zameen.com/Property/bahria_town_bahria_oriental_garden_open_transfer_commercial_plot_no_15_available_in_oriental_garden_commercial-47284893-13813-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Oriental Garden Commercial Plots,302.2,0.0,0.0,85000000.0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0.0
Residential Plot 46686689,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c2_10_marla_beautiful_plot_for_sale_in_sector_c-2_bahria_enclave_islamabad-46686689-11988-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C2 Residential Plots,302.2,0.0,0.0,17500000.0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0.0
Residential Plot 47199068,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_6_marla_corner_solid_land_plot_in_sector_b_bahria_enclave_islamabad-47199068-11972-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector B1 Residential Plots,151.1,0.0,0.0,13000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46568765,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_sector_j_8_marla_plot_for_sale_secure_living_standards-46568765-11981-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector J Residential Plots,241.76,0.0,0.0,11600000.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.0
Residential Plot 44860550,https://www.zameen.com/Property/bahria_town_bahria_enclave_lane_d1_plot_1_kanal_c2-44860550-1705-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots,604.44,0.0,0.0,33000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47096011,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_20_marla_plot_in_bahria_enclave_available_for_sale-47096011-11986-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F1 Residential Plots,604.44,0.0,0.0,23000000.0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 45889253,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_g_10_marla_boulevard_paid_p_u_paid_road_5_top_location_plot_for_sale-45889253-11984-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector G Residential Plots,302.2,0.0,0.0,22500000.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 46248836,https://www.zameen.com/Property/bahria_town_bahria_enclave_1_kanal_plot_sector_a_near_main_boulevard-46248836-1705-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots,604.44,0.0,0.0,35000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47236454,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_k_sector_k_10_marla_plot_for_sale-47236454-11978-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector K Residential Plots,302.2,0.0,0.0,15000000.0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1.0
Residential Plot 46544489,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_looking_for_a_residential_plot_in_bahria_enclave_-_sector_f1-46544489-11986-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F1 Residential Plots,302.2,0.0,0.0,12000000.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0
Residential Plot 47232964,https://www.zameen.com/Property/bahria_garden_city_bahria_garden_city_-_zone_1_top_height_36_marla_golf_club_side_plot_for_sale-47232964-10605-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Garden City Residential Plots > Bahria Garden City - Zone 1 Residential Plots,1087.9920000000002,0.0,0.0,70000000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 45991014,https://www.zameen.com/Property/bahria_town_bahria_enclave_2_a_stunning_residential_plot_is_up_for_grabs_in_bahria_enclave_2_islamabad-45991014-8368-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave 2 Residential Plots,3082.644,0.0,0.0,257000000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 46894713,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_k_sale_a_residential_plot_in_islamabad_prime_location-46894713-11978-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector K Residential Plots,56789.01234,4.0,4.0,14000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 45584731,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_bahria_enclave_islamabad_sector_j_8_marla_commercial_plots-45584731-11981-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Enclave Commercial Plots > Bahria Enclave - Sector J Commercial Plots,241.76,0.0,0.0,44000000.0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0
Residential Plot 45712296,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c2_1_kanal_plot_is_available-45712296-11988-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C2 Residential Plots,604.44,0.0,0.0,30000000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0
