Identity,Link,Location,Area,Beds,Baths,Price,Balloted,Boundary Wall,Corner,Disputed,Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply,Distance From Airport (kms)
Residential Plot 46270320,https://www.zameen.com/Property/bahria_garden_city_bahria_garden_city_-_zone_1_1_5_kanal_solid_back_open_-_top_location-46270320-10605-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Garden City Residential Plots > Bahria Garden City - Zone 1 Residential Plots,785.772,0.0,0.0,49000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47245385,https://www.zameen.com/Property/bahria_town_bahria_oriental_garden_open_transfer_commercial_plot_no_16_available_in_oriental_garden_commercial-47245385-13813-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Oriental Garden Commercial Plots,302.2,0.0,0.0,80000000.0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0.0
Residential Plot 47230530,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_5_marla_plot_in_sector_n_bahria_enclave_islamabad-47230530-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,151.1,0.0,0.0,6000000.0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0.0
Residential Plot 46769169,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_5_marla_best_top_beautiful_location_plot_for_sale_sector_n-46769169-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,151.1,0.0,0.0,8500000.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 46025830,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_i_8_marla_plot_sector_i_bahria_enclave_islamabad-46025830-11982-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector I Residential Plots,241.76,0.0,0.0,11000000.0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47166384,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_m_m_10_marla_corner_plot_with_corner_pu_extra_land_charges_paid_and_highted_location_plot_for_sale_bahria_enclave_islamabad-47166384-11977-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector M Residential Plots,302.2,0.0,0.0,16500000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Commercial Plot 45154328,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_five_marla_commercial_plot_for_sale_in_bahria_enclave_islamabad-45154328-11975-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Enclave Commercial Plots > Bahria Enclave - Sector N Commercial Plots,151.1,0.0,0.0,36000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47159884,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_sector_f_kanal_plot_up_for_sale_price_255_lac-47159884-11985-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F Residential Plots,604.44,0.0,0.0,25500000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1.0
Residential Plot 46400598,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_heighted_location_plot_is_available-46400598-11983-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector H Residential Plots,151.1,0.0,0.0,9900000.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0
Commercial Plot 46472884,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_bahria_enclave_islamabad_sector_c_plot_is_available-46472884-11973-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Enclave Commercial Plots > Bahria Enclave - Sector C Commercial Plots,151.1,0.0,0.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47244725,https://www.zameen.com/Property/bahria_town_bahria_oriental_garden_open_transfer_commercial_plot_no_09_available_in_oriental_garden_commercial-47244725-13813-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Oriental Garden Commercial Plots,302.2,0.0,0.0,80000000.0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0.0
Residential Plot 46980017,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_sector_f1_8_marla_plot_for_sale-46980017-11986-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F1 Residential Plots,241.76,0.0,0.0,7000000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1.0
Residential Plot 46471069,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_o_plot_for_sale_sector_o_near_to_possession_at_prime_location_bahria_enclave_islamabad-46471069-11974-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector O Residential Plots,241.76,0.0,0.0,7300000.0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1.0
Residential Plot 46233035,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_10_marla_plot_in_sector_a_bahria_enclave_islamabad-46233035-11970-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector A Residential Plots,302.2,0.0,0.0,21000000.0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47243591,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_8_marla_30x60_park_facing_plot_on_solid_land_for_sale-47243591-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,241.76,0.0,0.0,13500000.0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.0
Residential Plot 46982633,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_dead_end_corner_plot_with_4_marla_extra_land_for_sale-46982633-11985-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F Residential Plots,423.08,0.0,0.0,21000000.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0.0
Residential Plot 47041590,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_ready_to_construct_plot_is_available_for_sale-47041590-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,241.76,0.0,0.0,11500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46460744,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_plot_for_sale_in_sector_c-1_bahria_enclave_islamabad-46460744-11987-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C1 Residential Plots,302.2,0.0,0.0,20000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47232248,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_sector_f_10_marla_plot_with_5_marla_extraland-47232248-11985-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F Residential Plots,302.2,0.0,0.0,15000000.0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0
Residential Plot 47061288,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_10_marla_plot_for_sale-47061288-11987-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C1 Residential Plots,302.2,0.0,0.0,18800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47202957,https://www.zameen.com/Property/bahria_garden_city_bahria_garden_city_-_zone_5_open_transfer_residential_plot_no_514_b_available_in_garden_city_zone_5a_extension-47202957-10609-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Garden City Residential Plots > Bahria Garden City - Zone 5 Residential Plots,151.1,0.0,0.0,8500000.0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0.0
Residential Plot 45168252,https://www.zameen.com/Property/bahria_town_bahria_enclave_five_marla_developed_plot_for_sale_in_sector_n_bahria_enclave_islamabad-45168252-1705-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots,151.1,0.0,0.0,9600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 40762118,https://www.zameen.com/Property/bahria_town_bahria_enclave_best_options_for_commercial_plot_is_available_for_sale_in_bahria_enclave-40762118-1705-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Enclave Commercial Plots,1208.88,0.0,0.0,90000000.0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0.0
Residential Plot 47195685,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_sector_f1_8marla_plot_for_sale_bahria_enclave_islamabad_demand_103_lac_pu_paid-47195685-11986-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F1 Residential Plots,241.76,0.0,0.0,10300000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1.0
Residential Plot 47180486,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_sector_j_8marla_top_location_plot_available_price_108_lac-47180486-11981-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector J Residential Plots,241.76,0.0,0.0,10800000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1.0
Residential Plot 45611629,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_g_8_marla_solid_land_plot_available_for_sale_near_to_beacon_house_and_park-45611629-11984-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector G Residential Plots,241.76,0.0,0.0,12400000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0
Residential Plot 45693559,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_10_marla_plot_for_sale_in_bahria_enclave_islamabad-45693559-11986-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F1 Residential Plots,302.2,0.0,0.0,12000000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0
Residential Plot 46241839,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_sector_h_5_marla_plot_for_sale-46241839-11983-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector H Residential Plots,151.1,0.0,0.0,10500000.0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1.0
Residential Plot 46212739,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_p_new_deal_plots_category_plots_available_solid_land_rest_50_lac_on_possession-46212739-11976-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector P Residential Plots,302.2,0.0,0.0,11500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47299687,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_sector_n_5marla_semi_develop_plot_up_for_sale_price_70lac-47299687-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,151.1,0.0,0.0,7000000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1.0
Residential Plot 43892025,https://www.zameen.com/Property/bahria_garden_city_bahria_garden_city_-_zone_4_for_sale_2_kanal_15_marla_plot_garden_city_zone_4_hight_location_near_bahria_golf_club-43892025-10608-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Garden City Residential Plots > Bahria Garden City - Zone 4 Residential Plots,1631.9880000000005,0.0,0.0,75000000.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0.0
Residential Plot 47313261,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_k_bahria_enclave_sector_k_10_marla-47313261-11978-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector K Residential Plots,302.2,0.0,0.0,13000000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1.0
Commercial Plot 45853609,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_4_marla_commercial_sector_b1-45853609-11972-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Enclave Commercial Plots > Bahria Enclave - Sector B1 Commercial Plots,120.88,0.0,0.0,28000000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1.0
Residential Plot 44218886,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_8_marla_boulevard_best_plot_sector-_f-1-44218886-11986-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F1 Residential Plots,241.76,0.0,0.0,11200000.000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 45697861,https://www.zameen.com/Property/bahria_town_bahria_enclave_2_plot_21_st_20_near_to_possession_cda_transfer-45697861-8368-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave 2 Residential Plots,302.2,0.0,0.0,10000000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Residential Plot 46139806,https://www.zameen.com/Property/bahria_town_bahria_enclave_seize_the_opportunity_invest_in_your_dream_1_kanal_plot_in_bahria_enclave_today-46139806-1705-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots,604.44,0.0,0.0,28000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47236443,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_sector_a_10_marla_plot_for_sale-47236443-11970-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector A Residential Plots,302.2,0.0,0.0,24000000.0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1.0
Residential Plot 45956648,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c3_10_marla_top_beautiful_location_plot_for_sale_sector_c3-45956648-11989-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C3 Residential Plots,302.2,0.0,0.0,19500000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1.0
Commercial Plot 47284736,https://www.zameen.com/Property/bahria_town_bahria_oriental_garden_open_transfer_commercial_plot_no_06_available_in_oriental_garden_commercial-47284736-13813-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Oriental Garden Commercial Plots,302.2,0.0,0.0,80000000.0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0.0
Residential Plot 46340711,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_sector_j_10_marla_plot_for_sale-46340711-11981-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector J Residential Plots,302.2,0.0,0.0,13500000.0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1.0
Residential Plot 45303533,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_four_kanal_most_highted_plot_for_sale_in_bahria_enclave_islamabad-45303533-11987-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C1 Residential Plots,2417.76,0.0,0.0,120000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 44757222,https://www.zameen.com/Property/bahria_garden_city_bahria_garden_city_-_zone_1_full_heighted_view_plot_for_sale_in_garden_city_zone_1-44757222-10605-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Garden City Residential Plots > Bahria Garden City - Zone 1 Residential Plots,1934.2080000000003,0.0,0.0,140000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47258341,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_sector_n_5marla_plot_for_sale_bahria_enclave_islamabad_demand_98_lac_pu_paid-47258341-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,151.1,0.0,0.0,9800000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1.0
Residential Plot 45749986,https://www.zameen.com/Property/bahria_garden_city_bahria_garden_city_-_zone_5_plot_for_sale_near_giga_mall-45749986-10609-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Garden City Residential Plots > Bahria Garden City - Zone 5 Residential Plots,426.102,0.0,0.0,16500000.0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0.0
Residential Plot 45569087,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_k_10_marla_plot_on_avenue_in_sector_k_bahria_enclave_islamabad-45569087-11978-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector K Residential Plots,302.2,0.0,0.0,14500000.0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1.0
Residential Plot 47298814,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_10_marla_residential_boulevard_plot_for_sale_in_sector_c1_bahria_enclave_islamabad-47298814-11987-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C1 Residential Plots,302.2,0.0,0.0,14500000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Residential Plot 47000583,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_sector_f_8_marla_road_2_with_2_marla_extra_land_all_charges_paid_sun_facing_heighted_location_solid_land_possession_plot_for_sale-47000583-11985-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F Residential Plots,241.76,0.0,0.0,13500000.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0.0
Residential Plot 47070628,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_investor_rate_5_marla_plot_for_sale_boulevard_category_in_bahria_enclave_islamabad-47070628-11986-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F1 Residential Plots,151.1,0.0,0.0,7500000.0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.0
Residential Plot 47159891,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_bahria_enclave_-_sector_n_5_marla_residential_plot_up_for_sale-47159891-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,151.1,0.0,0.0,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47228418,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_8_marla_plot_for_sale-47228418-11981-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector J Residential Plots,241.76,0.0,0.0,12000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47180644,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_sector_c_2_kanal_2_kanal_hilltop_plot_available_for_sale_price_650_lac-47180644-11973-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C Residential Plots,1208.88,0.0,0.0,65000000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Residential Plot 45991015,https://www.zameen.com/Property/bahria_town_bahria_enclave_2_6_23_kanal_residential_plot_for_sale_in_bahria_enclave_2-45991015-8368-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave 2 Residential Plots,3747.528,0.0,0.0,280400000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47356511,https://www.zameen.com/Property/bahria_town_bahria_enclave_plot_for_sale_sector_p_corner_boulevard_extraland_open_form_profit_15_lac_at_prime_location_bahria_enclave_islamabad-47356511-1705-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots,302.2,0.0,0.0,10000000.0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1.0
Residential Plot 47011725,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_5_marla_residential_plot_with_extra_land_available_for_sale_in_bahria_enclave_sector_n_islamabad-47011725-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,151.1,0.0,0.0,9700000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0
Commercial Plot 46672079,https://www.zameen.com/Property/bahria_town_bahria_enclave_16_7_kanal_commercial_plot_available_for_sale_in_bahria_enclave_on_time-46672079-1705-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Enclave Commercial Plots,10094.148,0.0,0.0,1000000000.0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0.0
Residential Plot 46622520,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_plot_for_sale_sector_j_road_3_main_boulevard_at_prime_location_bahria_enclave_islamabad-46622520-11981-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector J Residential Plots,241.76,0.0,0.0,6800000.0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1.0
Residential Plot 47188420,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_sector_f_8_marla_plot_for_sale_park_pac_investor_price_bahria_enclave_islamabad-47188420-11985-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F Residential Plots,241.76,0.0,0.0,11700000.0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1.0
Residential Plot 45154102,https://www.zameen.com/Property/bahria_town_bahria_enclave_one_kanal_developed_plot_for_sale_in_bahria_enclave_sector_m-45154102-1705-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots,604.44,0.0,0.0,25500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47074203,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_g_get_in_touch_now_to_buy_a_10_marla_residential_plot_in_islamabad-47074203-11984-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector G Residential Plots,302.2,0.0,0.0,16500000.0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1.0
Commercial Plot 47131973,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_5_marla_commercial_plot_for_sale_in_bahria_enclave_islamabad_sector_n_possession_utilities_paid_meeting_possible-47131973-11975-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Enclave Commercial Plots > Bahria Enclave - Sector N Commercial Plots,151.1,0.0,0.0,30000000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1.0
Residential Plot 46877544,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_5_marla_possession_plot_for_sale_in_bahria_enclave_islamabad-46877544-11983-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector H Residential Plots,151.1,0.0,0.0,11000000.0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0.0
Residential Plot 47076613,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_1_kanal_residential_plot_in_sector-c_bahria_enclave_islamabad-47076613-11973-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C Residential Plots,604.44,0.0,0.0,34000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47126159,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_2_kanal_possession_utility_possession_charges_paid_solid_land_plot_for_sale_in_bahria_enclave_sector_c-47126159-11973-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector C Residential Plots,1208.88,0.0,0.0,62500000.0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1.0
Residential Plot 46564836,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_i_sector_i_5_marla_pair_residential_plots_for_sale-46564836-11982-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector I Residential Plots,151.1,0.0,0.0,7000000.0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1.0
Residential Plot 46977827,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_sector_f1_8_marla_plot_for_sale_bahria_enclave_islamabad_demand_103_lac_pu_paid-46977827-11986-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector F1 Residential Plots,241.76,0.0,0.0,10300000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Residential Plot 46143158,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_your_chance_for_exclusive_ownership_unmissable_8_marla_plot_in_bahria_enclave_islamabad_awaits-46143158-11975-2.html,Islamabad Residential Plots > Bahria Town Residential Plots > Bahria Enclave Residential Plots > Bahria Enclave - Sector N Residential Plots,241.76,0.0,0.0,13799999.999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 46756679,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_sector_f_commercial_8_marla_available_for_sale-46756679-11985-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Enclave Commercial Plots > Bahria Enclave - Sector F Commercial Plots,241.76,0.0,0.0,42500000.0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0.0
Commercial Plot 47245808,https://www.zameen.com/Property/bahria_town_bahria_oriental_garden_open_transfer_commercial_plot_no_11_available_in_oriental_garden_commercial-47245808-13813-2.html,Islamabad Commercial Plots > Bahria Town Commercial Plots > Bahria Oriental Garden Commercial Plots,211.54,0.0,0.0,37500000.0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0.0
