Identity,Link,Location,Area,Price,Balloted,Boundary Wall,Broadband Internet Access,Community Centre,Community Gym,Community Swimming Pool,Corner,Disputed,Electricity,File,Kids Play Area,Maintenance Staff,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Possesion,Satellite or Cable TV Ready,Security Staff,Sewerage,Sui Gas,Water Supply,Distance From Airport (kms)
Residential Plot 47224974,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_alamgir_block_5_marla_residential_plot_for_sale_at_prime_location_of_alamgir_block_in_bahria_town_lahore-47224974-8440-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Alamgir Block Residential Plots,151.1,5500000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1.0
Residential Plot 47092060,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_extension_5_marla_plot_available_for_sale_in_tipu_sultan_ext_bahria_town_lahore-47092060-13067-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tipu Sultan Block Extension Residential Plots,151.1,7500000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1.0
Residential Plot 47246378,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_plot_no_336_60_for_sale_in_nishtar_blcok-47246378-1806-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Nishtar Block Residential Plots,302.2,15000000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0.0
Residential Plot 47235771,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_20_marla_possession_utility_paid_plot_for_sale_in_tipu_sultan_block_bahria_town-47235771-8327-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tipu Sultan Block Residential Plots,604.44,21500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47346370,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_3_5_kanal_200ft_road_commercial_plot_suitable_for_high_rise_buildings_at_builder_location_is_for_sale_in_tipu_sultan_block_bahria_town_lahore-47346370-8327-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector F Commercial Plots > Bahria Town - Tipu Sultan Block Commercial Plots,2115.54,320000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 44022804,https://www.zameen.com/Property/bahria_town_sector_a_bahria_town_-_babar_block_1_kanal_direct_owner_facing_park_plot_available_for_sale_urgent_sale-44022804-8352-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector A Residential Plots > Bahria Town - Babar Block Residential Plots,604.44,34000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47231132,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_2_5_marla_open_form_commercial_plot_for_sale_in_gvr_2_ready_to_construct_in_bahria_town_lahore-47231132-13642-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Golf View Residencia Commercial Plots > Golf View Residencia - Phase 2 Commercial Plots,151.1,19000000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1.0
Residential Plot 46664696,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_4kanal_high_rise_buildings_plots_for_sale_in_tipu_block_sector_f_bahria_town_lahore-46664696-8327-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tipu Sultan Block Residential Plots,2417.76,200000000.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0
Residential Plot 47287181,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_nargis_block_15_marla_plot_for_sale_on_ideal_location_of_nargis_block_bahria_town_lahore-47287181-1791-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Nargis Block Residential Plots,453.3,32000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47003437,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_g_10_marla_corner_and_facing_park_plot_is_available_for_sale_at_very_prime_location_in_abubaker_block_sector_g_bahria_town_lahore-47003437-20218-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector G Residential Plots,302.2,7400000.0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1.0
Residential Plot 47343736,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_1_10_marla_residential_plot_with_possession_utilities_charges_paid_at_very_top_location_of_golf_view_residenia_i_block_bahria_town_lahore-47343736-13640-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Golf View Residencia Residential Plots > Golf View Residencia - Phase 1 Residential Plots,302.2,8800000.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0
Commercial Plot 45943377,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_5_marla_commercial_plot_at_finest_location_of_150_ft_main_boulevard_tipu_block_bahria_town_lahore-45943377-8327-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector F Commercial Plots > Bahria Town - Tipu Sultan Block Commercial Plots,151.1,30000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.0
Residential Plot 46231923,https://www.zameen.com/Property/bahria_town_rose_garden_8_marla_plot_for_sale-46231923-9480-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Rose Garden Residential Plots,241.76,15000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47347003,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_1_5_marla_plot_no_687_golf_view_residencia_phase_1_bahria_town_lahore_is_available_for_sale-47347003-13640-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Golf View Residencia Residential Plots > Golf View Residencia - Phase 1 Residential Plots,151.1,8000000.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1.0
Residential Plot 46808820,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_quaid_block_10_marla_possession_and_utility_charges_paid_plot_for_sale_in_quaid_block_bahria_town-46808820-1808-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Quaid Block Residential Plots,302.2,15500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47309239,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_block_10_marla_residential_plot_possession_utility_paid-47309239-8261-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghaznavi Block Residential Plots,302.2,13500000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0.0
Commercial Plot 46663097,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_3_5_kanal_commercial_plot_on_150_ft_road_ideal_for_high_rise_building_available_for_sale_in_tipu_sultan_block_sector_f_bahria_town-46663097-8327-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector F Commercial Plots > Bahria Town - Tipu Sultan Block Commercial Plots,2115.54,320000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47165058,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_2_one_kanal_residential_plot_for_sale_in_gvr_2_bahria_town_lahore-47165058-13642-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Golf View Residencia Residential Plots > Golf View Residencia - Phase 2 Residential Plots,604.44,14000000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1.0
Residential Plot 47318076,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_extension_block_5_marla_open_form_plot_for_sale_in_rafi_extension_block_bahria_town_lahore-47318076-12338-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Rafi Extension Block Residential Plots,151.1,8500000.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1.0
Residential Plot 47110434,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_10_marla_plot_for_sale_in_tauheed_block_bahria_town_lahore-47110434-11864-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tauheed Block Residential Plots,302.2,11000000.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1.0
Residential Plot 47323505,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_johar_block_10_marla_possession_utilities_paid_residential_plot_155_at_ideal_and_builder_location_is_for_sale_in_johar_block_bahria_town_lahore-47323505-1809-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Johar Block Residential Plots,302.2,14900000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47195842,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_1_future_investment_5_marla_residential_plot_for_sale_located_in_bahria_town_golf_view_residencia-47195842-13640-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Golf View Residencia Residential Plots > Golf View Residencia - Phase 1 Residential Plots,151.1,7400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46914143,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_talha_block_10_marla_builder_location_plot_available_for_sale_in_bahria_town_lahore-46914143-10063-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Talha Block Residential Plots,302.2,17200000.0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1.0
Commercial Plot 46493479,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_d_5_marla_commercial_plot_hot_location_for_sale_in_bahria_town_lahore-46493479-1796-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector D Commercial Plots,151.1,40000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1.0
Commercial Plot 47181504,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_sikandar_block_ideal_commercial_plot_for_sale_in_bahria_town_-_sikandar_block-47181504-8281-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector F Commercial Plots > Bahria Town - Sikandar Block Commercial Plots,151.1,25500000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0.0
Residential Plot 47200540,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_5_marla_residential_plot_for_sale_in_sector_f_tipu_sultan_block_bahria_town_lahore-47200540-8327-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tipu Sultan Block Residential Plots,151.1,4000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0.0
Residential Plot 47264453,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_1_10_marla_plot_avaliable_for_sale_in_gvr1_block-47264453-13640-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Golf View Residencia Residential Plots > Golf View Residencia - Phase 1 Residential Plots,302.2,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46529828,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_alamgir_block_15_marla_corner_plot_51_in_alamgir_block_all_dues_paid_for_sale_in_bahria_town_sec_f-46529828-8440-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Alamgir Block Residential Plots,453.3,16500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46545559,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_extension_block_5_marla_plot_for_sale_in_nishter_ext_cor_paid_open_no_transfer_fees_bahria_town_lahore-46545559-14414-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Nishtar Extension Block Residential Plots,151.1,10500000.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1.0
Residential Plot 46813710,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_alamgir_block_extension_5_marla_plot_for_sale_in_alamgir_extension_block_sector_f_bahria_town-46813710-18778-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Alamgir Block Extension Residential Plots,151.1,5800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47266309,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_extension_block_5_marla_plot_available_for_sale_in_nishtar_ext_bahria_town_lahore-47266309-14414-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Nishtar Extension Block Residential Plots,151.1,8100000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1.0
Residential Plot 46982342,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_a_imc_real_estate_offering_10_marla_builder_location_plot_paid_for_sale_in_overseas_a_block_bahria_town_lahore-46982342-1812-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Overseas Enclave Residential Plots > Bahria Town - Overseas A Residential Plots,302.2,16000000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1.0
Residential Plot 46968996,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_pair_10_marla_direct_owner_corner_and_next_plot_available_for_sale-46968996-1805-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Iqbal Block Residential Plots,302.2,16500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47185232,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_8_marla_commercial_plot_for_sale_in_bahria_town_-_sector_c-47185232-1784-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector C Commercial Plots,241.76,95000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1.0
Residential Plot 46630690,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_c_5_marla_possession_utility_paid_plot_for_sale_in_overseas_c_block_bahria_town_lahore-46630690-17552-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Overseas Enclave Residential Plots > Bahria Town - Overseas C Residential Plots,151.1,9300000.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1.0
Residential Plot 47184686,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_extension_all_dues_clear_plot_possession_paid_utility_paid_hot_location_plot-47184686-13671-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghaznavi Extension Residential Plots,151.1,8500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0
Residential Plot 47261304,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_block_5_marla_plot_all_dues_clear_for_sale_in_sector_e_rafi_block_bahria_town_lahore-47261304-1803-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Rafi Block Residential Plots,151.1,12000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47176069,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_5_marla_commercial_plot_for_sale_in_sector_c_a_saide_bahria_town_lahore-47176069-1784-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector C Commercial Plots,151.1,47500000.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0.0
Residential Plot 47264449,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_gulbahar_block_1_kanal_direct_owner_plot_no_118_with_all_dues_clear_available_for_sale_in_gulbahar_block-47264449-1793-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Gulbahar Block Residential Plots,604.44,40500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47248301,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_5_33_marla_commercial_plot_243_b_side_sector_c-47248301-1784-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector C Commercial Plots,160.166,53500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46947506,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_block_5_marla_plot_all_dues_clear_for_sale_in_sector_e_rafi_block_bahria_town_lahore-46947506-1803-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Rafi Block Residential Plots,151.1,12000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47216421,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_nargis_extension_builder_location_plot_no_969_b_for_sale_in_nargis_extension-47216421-9839-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Nargis Extension Residential Plots,302.2,12200000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0.0
Residential Plot 47162638,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghazi_block_10_marla_possession_utility_paid_plot_for_sale_in_ghazi_block_bahria_town-47162638-12757-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghazi Block Residential Plots,302.2,10500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47002332,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_extension_five_marla_corner_and_facing_park_plot_in_bahria_town_lahore-47002332-13671-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghaznavi Extension Residential Plots,175.27599999999998,8800000.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1.0
Commercial Plot 47130435,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_5_marla_commercial_plot_good_location_for_sale_in_bahria_town_lahore-47130435-8327-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector F Commercial Plots > Bahria Town - Tipu Sultan Block Commercial Plots,151.1,25000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1.0
Residential Plot 46944623,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_corner_side_18_marla_main_boulevard_plot_for_sale_all_paid_in_bahria_town_lahore-46944623-1813-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Overseas Enclave Residential Plots > Bahria Town - Overseas B Residential Plots,543.96,25000000.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0.0
Commercial Plot 47232506,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_5_marla_commercial_plot_for_sale_in_bahria_town_lahore_best_possible_price_in_iqbal_block-47232506-1805-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector E Commercial Plots > Bahria Town - Iqbal Block Commercial Plots,151.1,60000000.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1.0
Residential Plot 47261386,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_block_10_marla_plot_in_bahria_town_lahore_at_sector_e_rafi_block-47261386-1803-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Rafi Block Residential Plots,302.2,15000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47262752,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_quaid_block_8_marla_commercial_plot_for_sale_in_quaid_block_lahore-47262752-1808-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector E Commercial Plots > Bahria Town - Quaid Block Commercial Plots,241.76,85000000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0.0
Residential Plot 46977049,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_09_nishter_block_kanal_adc_325_lac_bahria_town_lahore-46977049-1802-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots,604.44,32500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47204617,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_alamgir_block_10_marla_plot_for_sale_in_alamgir_block_sector_e_bahria_town_lahore-47204617-8440-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Alamgir Block Residential Plots,302.2,11000000.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0.0
Residential Plot 46916295,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_cc_in_bahria_town_-_block_cc_of_lahore_a_5_marla_residential_plot_is_available-46916295-1799-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector D Residential Plots > Bahria Town - Block CC Residential Plots,56789.01234,13000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 44825367,https://www.zameen.com/Property/bahria_town_sector_a_bahria_town_-_babar_block_1_kanal_direct_owner_papers_available_prime_location_plot_for_sale-44825367-8352-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector A Residential Plots > Bahria Town - Babar Block Residential Plots,604.44,32000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 45710118,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_5_marla_residential_plot_in_tipu_block_bahria_town_lahore-45710118-3097-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots,151.1,6800000.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1.0
Commercial Plot 47184064,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_2_5_commercial_plot_hot_location_for_sale_in_bahria_town_lahore-47184064-13642-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Golf View Residencia Commercial Plots > Golf View Residencia - Phase 2 Commercial Plots,151.1,18500000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1.0
Residential Plot 47195847,https://www.zameen.com/Property/bahria_town_golf_view_residencia_future_investment_10_marla_residential_plot_for_sale_located_in_bahria_town_golf_view_residencia-47195847-8198-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Golf View Residencia Residential Plots,302.2,11500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 43563344,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_5_marla_plot_for_sale_in_bahria_town-43563344-11864-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tauheed Block Residential Plots,151.1,4300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47263310,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_block_a_centrally_located_residential_plot_is_available_for_sale_in_lahore-47263310-8261-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghaznavi Block Residential Plots,453.3,16500000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0.0
Commercial Plot 46852261,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_5_marla_commercial_plot_open_form_is_available_for_sale-46852261-3097-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector F Commercial Plots,151.1,19000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1.0
Residential Plot 46829268,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_nargis_block_excellent_location_10_marla_plot_for_sale_on_attractive_rate_in_nargis_block_bahria_town_lahore-46829268-1791-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Nargis Block Residential Plots,302.2,8500000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.0
Commercial Plot 47253293,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_5_marla_possession_utility_paid_plot_for_sale_in_tauheed_block_bahria_town_lahore-47253293-11864-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector F Commercial Plots > Bahria Town - Tauheed Block Commercial Plots,151.1,28500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
